"","Timestamp","AUDNZD","AUDUSD","CADJPY","EURCHF","EURGBP","EURUSD","USDCAD","USDCHF","USDJPY","XAUUSD"
"1","2013-01-01 23:59",1.25221,1.04668,88.193,1.20844,0.81248,1.32601,0.98759,0.91116,87.125,1.678
"4","2013-01-06 23:59",1.26259,1.04711,89.086,1.20871,0.813,1.3038,0.98772,0.92691,88.015,1.657
"5","2013-01-07 23:59",1.25407,1.04787,88.604,1.20888,0.81429,1.31189,0.98678,0.92133,87.456,1.648
"6","2013-01-08 23:59",1.2521,1.05018,88.56,1.20872,0.81483,1.3074,0.98722,0.92434,87.453,1.658
"7","2013-01-09 23:59",1.25525,1.05475,89.268,1.20861,0.81463,1.30443,0.98674,0.92633,88.113,1.656
"8","2013-01-10 23:59",1.25542,1.0582,90.521,1.21377,0.82093,1.32587,0.9831,0.91537,89.019,1.673
"9","2013-01-13 23:59",1.25598,1.05587,91.031,1.22206,0.82946,1.3391,0.98355,0.91241,89.561,1.665
"10","2013-01-14 23:59",1.25463,1.05448,90.456,1.23459,0.83074,1.3356,0.98388,0.92412,89.023,1.671
"11","2013-01-15 23:59",1.25689,1.05628,89.457,1.23855,0.82742,1.32899,0.98471,0.93177,88.115,1.682
"12","2013-01-16 23:59",1.2515,1.05064,89.464,1.23743,0.83032,1.3282,0.98693,0.93152,88.323,1.678
"13","2013-01-17 23:59",1.25848,1.05165,91.161,1.25428,0.83743,1.33854,0.98664,0.93691,89.965,1.688
"14","2013-01-20 23:59",1.2576,1.05156,90.312,1.24488,0.83935,1.33216,0.99108,0.93432,89.534,1.69
"15","2013-01-21 23:59",1.25434,1.05485,89.835,1.24151,0.84136,1.33419,0.99173,0.93041,89.117,1.693
"16","2013-01-22 23:59",1.25313,1.05347,89.154,1.23654,0.84061,1.33103,0.99232,0.92889,88.494,1.692
"17","2013-01-23 23:59",1.24706,1.05131,89.028,1.23852,0.84086,1.33126,1.00019,0.9301,89.075,1.682
"19","2013-01-27 23:59",1.24664,1.0417,90.279,1.24898,0.85372,1.34583,1.00809,0.92796,91.035,1.66
"20","2013-01-28 23:59",1.24826,1.04436,90.242,1.24644,0.85678,1.34561,1.00566,0.9262,90.778,1.659
"22","2013-01-30 23:59",1.24425,1.03908,90.503,1.23373,0.85845,1.35677,1.0031,0.90915,90.813,1.679
"23","2013-01-31 23:59",1.2349,1.03891,92.349,1.24016,0.85833,1.36225,0.99729,0.91023,92.124,1.66
"24","2013-02-03 23:59",1.23223,1.04265,92.832,1.23806,0.86752,1.36206,0.99741,0.9088,92.617,1.67
"25","2013-02-04 23:59",1.23495,1.03985,92.428,1.22751,0.85611,1.34857,0.99899,0.91001,92.36,1.674
"26","2013-02-05 23:59",1.22524,1.03523,94.116,1.23292,0.86688,1.35761,0.99659,0.90798,93.821,1.673
"27","2013-02-06 23:59",1.23331,1.03164,93.789,1.22957,0.86256,1.35102,0.99597,0.90996,93.442,1.679
"30","2013-02-11 23:59",1.2261,1.02502,93.585,1.23193,0.85518,1.33903,1.00603,0.91991,94.174,1.646
"32","2013-02-13 23:59",1.22142,1.03497,93.344,1.23269,0.86565,1.34378,1.00132,0.91714,93.501,1.645
"33","2013-02-14 23:59",1.21782,1.03645,92.208,1.23114,0.86056,1.33542,1.00026,0.92177,92.256,1.632
"34","2013-02-17 23:59",1.22021,1.0287,93.323,1.23348,0.86094,1.33303,1.00747,0.92518,94.049,1.612
"35","2013-02-18 23:59",1.2233,1.03289,92.617,1.23275,0.86289,1.33512,1.01063,0.92314,93.625,1.613
"36","2013-02-19 23:59",1.2308,1.03591,92.371,1.23581,0.86865,1.34131,1.01155,0.9212,93.461,1.606
"37","2013-02-20 23:59",1.22696,1.02396,91.762,1.23244,0.87206,1.32647,1.01821,0.92893,93.461,1.559
"38","2013-02-21 23:59",1.2303,1.03125,91.862,1.22737,0.86376,1.32118,1.01604,0.92881,93.362,1.583
"39","2013-02-24 23:59",1.22788,1.02801,91.905,1.22816,0.87194,1.3189,1.0235,0.93104,94.092,1.583
"40","2013-02-25 23:59",1.23139,1.02736,89.783,1.21401,0.85886,1.30534,1.02501,0.92985,92.059,1.593
"41","2013-02-26 23:59",1.23824,1.02127,89.58,1.21837,0.86446,1.30633,1.02572,0.93251,91.912,1.611
"42","2013-02-27 23:59",1.23533,1.02736,90.137,1.22154,0.86664,1.31405,1.0231,0.92944,92.251,1.598
"44","2013-03-03 23:59",1.23323,1.01225,90.565,1.2271,0.86562,1.30145,1.03035,0.94266,93.341,1.576
"45","2013-03-04 23:59",1.2344,1.02394,90.752,1.2258,0.86174,1.30333,1.0258,0.9404,93.121,1.579
"46","2013-03-05 23:59",1.23381,1.02766,90.735,1.22876,0.86272,1.30581,1.02658,0.94079,93.172,1.577
"47","2013-03-06 23:59",1.23836,1.02499,90.981,1.23205,0.86601,1.29929,1.03137,0.94813,93.869,1.583
"48","2013-03-07 23:59",1.24006,1.02404,92.472,1.23683,0.87331,1.30909,1.03112,0.94461,95.375,1.576
"49","2013-03-10 23:59",1.24428,1.02243,93.545,1.23698,0.87151,1.30048,1.02733,0.95104,96.129,1.58
"50","2013-03-11 23:59",1.24662,1.02791,93.997,1.23638,0.87454,1.3024,1.02662,0.94912,96.527,1.582
"52","2013-03-13 23:59",1.26757,1.03693,93.369,1.23372,0.86702,1.29542,1.02685,0.95217,95.907,1.587
"53","2013-03-14 23:59",1.26338,1.03677,94.02,1.23223,0.8625,1.30108,1.02219,0.94692,96.132,1.591
"54","2013-03-17 23:59",1.25778,1.03595,92.465,1.21704,0.85446,1.29105,1.0237,0.94248,94.684,1.597
"55","2013-03-18 23:59",1.2576,1.03841,93.49,1.22625,0.8578,1.2953,1.02175,0.94653,95.55,1.605
"56","2013-03-19 23:59",1.26046,1.03738,92.537,1.21981,0.85314,1.2874,1.02702,0.94738,95.063,1.612
"57","2013-03-20 23:59",1.25357,1.03735,93.591,1.22337,0.85608,1.29481,1.02487,0.94468,95.947,1.607
"58","2013-03-21 23:59",1.2524,1.04254,92.704,1.22221,0.8504,1.29143,1.02382,0.94627,94.939,1.613
"59","2013-03-24 23:59",1.25102,1.04439,92.667,1.22438,0.85459,1.30288,1.02275,0.93966,94.805,1.61
"60","2013-03-25 23:59",1.25238,1.04526,92.448,1.22064,0.84744,1.28668,1.01987,0.94852,94.309,1.601
"61","2013-03-26 23:59",1.24883,1.04632,93.211,1.21924,0.84728,1.28415,1.01701,0.94923,94.832,1.599
"64","2013-03-31 23:59",1.2444,1.03974,92.39,1.21645,0.84179,1.27811,1.01732,0.95175,94.018,1.598
"65","2013-04-01 23:59",1.24512,1.04664,91.321,1.21634,0.84395,1.28672,1.01509,0.94518,92.725,1.603
"66","2013-04-02 23:59",1.24357,1.04526,92.145,1.21673,0.84869,1.28053,1.01452,0.95015,93.511,1.567
"67","2013-04-03 23:59",1.24521,1.04739,91.519,1.21375,0.84894,1.28475,1.01433,0.94464,92.86,1.545
"68","2013-04-04 23:59",1.2387,1.0407,95.648,1.21546,0.849,1.29272,1.01283,0.94006,96.897,1.551
"69","2013-04-07 23:59",1.23274,1.037,96.848,1.21386,0.84726,1.29877,1.01681,0.93444,98.503,1.578
"70","2013-04-08 23:59",1.22866,1.04295,97.655,1.21773,0.85436,1.30446,1.01667,0.93334,99.312,1.574
"73","2013-04-11 23:59",1.22199,1.05516,98.434,1.21892,0.85167,1.31126,1.00993,0.92942,99.438,1.561
"74","2013-04-14 23:59",1.22707,1.04236,95.881,1.21552,0.85349,1.30764,1.01827,0.9294,97.663,1.441
"75","2013-04-15 23:59",1.22283,1.03596,95.294,1.21506,0.85354,1.30629,1.02203,0.93002,97.42,1.348
"77","2013-04-17 23:59",1.21944,1.03116,95.811,1.21571,0.85565,1.30544,1.02524,0.93113,98.258,1.364
"78","2013-04-18 23:59",1.22293,1.03152,96.033,1.21709,0.8542,1.30649,1.02453,0.93138,98.417,1.397
"79","2013-04-21 23:59",1.21991,1.03012,97.366,1.21884,0.85819,1.30753,1.0248,0.93202,99.811,1.422
"80","2013-04-22 23:59",1.21902,1.0224,96.03,1.22005,0.85426,1.30334,1.02737,0.93596,98.686,1.424
"82","2013-04-24 23:59",1.20858,1.03185,97.147,1.23403,0.85131,1.30452,1.02272,0.9458,99.386,1.444
"83","2013-04-25 23:59",1.20925,1.03066,97.176,1.22952,0.84334,1.30341,1.01971,0.94319,99.121,1.475
"84","2013-04-28 23:59",1.2098,1.03174,96.013,1.22872,0.84063,1.30474,1.01509,0.94155,97.487,1.468
"85","2013-04-29 23:59",1.20911,1.03514,96.781,1.22761,0.84566,1.30954,1.01163,0.93728,97.932,1.469
"86","2013-04-30 23:59",1.20845,1.03696,96.603,1.22352,0.84746,1.31626,1.00621,0.92947,97.238,1.474
"87","2013-05-01 23:59",1.20614,1.02447,96.493,1.22208,0.84684,1.31673,1.00813,0.92793,97.31,1.453
"88","2013-05-02 23:59",1.20355,1.02652,96.856,1.22161,0.842,1.3072,1.01122,0.93438,97.973,1.473
"90","2013-05-06 23:59",1.20146,1.02372,98.375,1.22726,0.84131,1.30787,1.00644,0.9382,99.034,1.465
"91","2013-05-07 23:59",1.21315,1.0183,98.521,1.23052,0.84558,1.30898,1.00503,0.93989,99.044,1.455
"92","2013-05-08 23:59",1.21118,1.02495,98.535,1.22976,0.84701,1.3164,1.00195,0.93397,98.759,1.473
"93","2013-05-09 23:59",1.20398,1.0087,100.195,1.23721,0.84427,1.30409,1.00773,0.94855,100.995,1.461
"94","2013-05-12 23:59",1.20446,0.99712,100.582,1.24398,0.84503,1.29663,1.01251,0.95924,101.867,1.43
"97","2013-05-15 23:59",1.198,0.9877,100.576,1.24307,0.84534,1.28687,1.01585,0.9658,102.203,1.394
"98","2013-05-16 23:59",1.20327,0.97432,100.087,1.24295,0.84354,1.28578,1.02191,0.96651,102.304,1.378
"99","2013-05-19 23:59",1.20475,0.97854,99.849,1.24469,0.84493,1.28419,1.02805,0.96906,102.678,1.344
"100","2013-05-20 23:59",1.19866,0.98027,99.996,1.24734,0.84494,1.28868,1.02492,0.96777,102.515,1.391
"101","2013-05-21 23:59",1.1995,0.97867,99.756,1.2523,0.8527,1.29196,1.02689,0.96911,102.467,1.376
"102","2013-05-22 23:59",1.20038,0.96289,98.962,1.25776,0.85461,1.28474,1.03801,0.97889,102.763,1.367
"103","2013-05-23 23:59",1.19547,0.96637,98.461,1.25122,0.85659,1.29199,1.03303,0.96827,101.739,1.395
"105","2013-05-27 23:59",1.19152,0.96424,98.383,1.24793,0.85505,1.29166,1.03413,0.96596,101.768,1.39
"106","2013-05-28 23:59",1.18426,0.95624,98.178,1.25372,0.85525,1.28549,1.0407,0.97508,102.201,1.386
"107","2013-05-29 23:59",1.19378,0.96815,97.51,1.24404,0.85608,1.29617,1.03457,0.95957,100.916,1.394
"108","2013-05-30 23:59",1.19323,0.96467,97.858,1.244,0.85607,1.30348,1.0309,0.95424,100.909,1.418
"109","2013-06-02 23:59",1.20737,0.96252,97.064,1.24491,0.85512,1.30139,1.03631,0.95649,100.613,1.394
"110","2013-06-03 23:59",1.2069,0.97114,96.815,1.23931,0.85256,1.30569,1.02944,0.94899,99.695,1.41
"111","2013-06-04 23:59",1.19802,0.96443,96.71,1.24004,0.85415,1.30888,1.03376,0.94721,100.001,1.406
"112","2013-06-05 23:59",1.19294,0.94575,95.751,1.23358,0.8501,1.3095,1.03522,0.94185,99.155,1.398
"113","2013-06-06 23:59",1.19178,0.94864,93.739,1.22888,0.84992,1.32558,1.02751,0.92689,96.346,1.411
"114","2013-06-09 23:59",1.20037,0.94093,96.131,1.23656,0.85019,1.32006,1.02052,0.93661,98.131,1.386
"115","2013-06-10 23:59",1.19402,0.94256,96.494,1.23708,0.8516,1.32718,1.01861,0.9319,98.316,1.383
"116","2013-06-11 23:59",1.19782,0.94663,94.332,1.22944,0.85081,1.33108,1.02077,0.92349,96.318,1.377
"117","2013-06-12 23:59",1.19368,0.94519,92.837,1.22575,0.85162,1.33545,1.02088,0.91767,94.794,1.389
"118","2013-06-13 23:59",1.18933,0.95803,93.251,1.23323,0.85021,1.33475,1.01762,0.92375,94.918,1.384
"119","2013-06-16 23:59",1.18946,0.9615,93.304,1.23087,0.84832,1.33205,1.01583,0.92391,94.807,1.391
"120","2013-06-17 23:59",1.19155,0.95149,93.119,1.23274,0.85019,1.33533,1.01835,0.92301,94.854,1.382
"121","2013-06-18 23:59",1.18699,0.94772,93.154,1.2313,0.8563,1.339,1.02241,0.9194,95.267,1.366
"122","2013-06-19 23:59",1.17753,0.92476,94.372,1.23227,0.85863,1.32557,1.02904,0.92951,97.142,1.347
"123","2013-06-20 23:59",1.18541,0.92254,93.765,1.22488,0.85325,1.32357,1.03733,0.92525,97.291,1.29
"124","2013-06-23 23:59",1.18873,0.92127,93.821,1.22717,0.85145,1.30983,1.0494,0.93675,98.484,1.291
"125","2013-06-24 23:59",1.19293,0.9208,92.515,1.22349,0.84954,1.3112,1.05151,0.93288,97.31,1.278
"126","2013-06-25 23:59",1.19632,0.9247,93.122,1.22603,0.84726,1.30663,1.05016,0.93811,97.819,1.25
"127","2013-06-26 23:59",1.1912,0.93173,93.662,1.22644,0.8493,1.30282,1.04322,0.94118,97.744,1.236
"128","2013-06-27 23:59",1.18475,0.92531,94.305,1.23307,0.85566,1.30669,1.04768,0.9435,98.826,1.201
"129","2013-06-30 23:59",1.18084,0.91763,94.413,1.23046,0.85594,1.30226,1.05143,0.94463,99.297,1.241
"130","2013-07-01 23:59",1.18041,0.92191,94.706,1.23468,0.85849,1.30609,1.05102,0.9452,99.568,1.258
"131","2013-07-02 23:59",1.17613,0.90994,95.513,1.23281,0.8562,1.29717,1.05408,0.95022,100.702,1.245
"132","2013-07-03 23:59",1.17042,0.91103,94.949,1.23211,0.85138,1.29947,1.0509,0.94804,99.814,1.254
"134","2013-07-07 23:59",1.17175,0.90536,95.673,1.23874,0.86187,1.282,1.05782,0.96611,101.233,1.219
"135","2013-07-08 23:59",1.16885,0.91238,95.705,1.24059,0.86076,1.28604,1.05555,0.96449,101.051,1.254
"137","2013-07-10 23:59",1.16819,0.9276,95.028,1.23901,0.86676,1.31334,1.03822,0.94319,98.695,1.282
"138","2013-07-11 23:59",1.16658,0.9175,95.531,1.2392,0.86192,1.30821,1.03622,0.94704,99.022,1.283
"140","2013-07-15 23:59",1.17028,0.9154,95.544,1.23936,0.86514,1.30687,1.04357,0.94813,99.732,1.279
"142","2013-07-17 23:59",1.16531,0.91679,95.901,1.23462,0.8627,1.30948,1.04274,0.94267,100.032,1.277
"143","2013-07-18 23:59",1.16095,0.91805,96.42,1.23727,0.86227,1.31353,1.03709,0.94177,100.023,1.291
"144","2013-07-21 23:59",1.16112,0.92128,96.499,1.23583,0.86052,1.31549,1.03569,0.93928,99.97,1.314
"145","2013-07-22 23:59",1.15929,0.92704,96.404,1.23496,0.85856,1.31981,1.0323,0.93556,99.545,1.335
"146","2013-07-23 23:59",1.16178,0.92612,96.764,1.23607,0.85986,1.32083,1.03051,0.93568,99.743,1.339
"147","2013-07-24 23:59",1.14655,0.91517,97.175,1.2373,0.8615,1.32044,1.0303,0.93688,100.149,1.321
"148","2013-07-25 23:59",1.14543,0.92677,96.185,1.23373,0.86263,1.3281,1.02706,0.92875,98.814,1.338
"149","2013-07-28 23:59",1.14654,0.92706,95.284,1.23277,0.86323,1.32828,1.02673,0.92795,97.857,1.326
"150","2013-07-29 23:59",1.13694,0.90833,95.643,1.2352,0.86476,1.32528,1.02752,0.93184,98.301,1.328
"151","2013-07-30 23:59",1.13111,0.90203,95.199,1.23242,0.87056,1.32547,1.02999,0.92963,98.08,1.331
"152","2013-07-31 23:59",1.12498,0.89579,95.494,1.23162,0.8755,1.32747,1.02928,0.92764,98.325,1.32
"153","2013-08-01 23:59",1.12816,0.89148,95.973,1.23775,0.87357,1.32172,1.03453,0.93625,99.314,1.306
"154","2013-08-04 23:59",1.14244,0.88653,94.958,1.23429,0.86925,1.32742,1.03985,0.9297,98.77,1.317
"155","2013-08-05 23:59",1.13973,0.89298,94.766,1.22958,0.86384,1.32615,1.03516,0.92706,98.123,1.294
"156","2013-08-06 23:59",1.13489,0.89627,93.638,1.23089,0.86747,1.3296,1.03807,0.9256,97.23,1.278
"157","2013-08-07 23:59",1.13829,0.90535,92.774,1.23017,0.86055,1.33355,1.04228,0.92235,96.727,1.293
"158","2013-08-08 23:59",1.1397,0.91062,93.351,1.23071,0.86119,1.338,1.03265,0.91968,96.423,1.312
"159","2013-08-11 23:59",1.14425,0.91986,93.838,1.23107,0.85994,1.33219,1.02857,0.92394,96.546,1.328
"160","2013-08-12 23:59",1.1414,0.91274,94.391,1.23254,0.86066,1.33089,1.03057,0.92591,97.303,1.336
"161","2013-08-13 23:59",1.14039,0.9103,94.622,1.23728,0.8586,1.32622,1.0348,0.9328,97.944,1.322
"162","2013-08-14 23:59",1.13769,0.91694,94.694,1.23934,0.8564,1.32889,1.03206,0.93246,97.764,1.339
"163","2013-08-15 23:59",1.13518,0.91674,94.669,1.23745,0.85364,1.33452,1.03044,0.92706,97.575,1.364
"164","2013-08-18 23:59",1.13414,0.92113,94.433,1.23524,0.85289,1.3326,1.03311,0.92679,97.587,1.38
"165","2013-08-19 23:59",1.13427,0.90657,94.044,1.23241,0.85301,1.33493,1.03671,0.92304,97.522,1.363
"166","2013-08-20 23:59",1.13797,0.90305,93.286,1.2303,0.85682,1.34209,1.04206,0.91657,97.238,1.37
"167","2013-08-21 23:59",1.14643,0.89884,93.486,1.23262,0.85485,1.33387,1.04921,0.92389,98.118,1.36
"168","2013-08-22 23:59",1.15142,0.90205,93.919,1.23398,0.85648,1.33482,1.05344,0.92429,98.966,1.376
"170","2013-08-26 23:59",1.14807,0.89872,93.55,1.23301,0.85896,1.33734,1.05116,0.92182,98.36,1.397
"171","2013-08-27 23:59",1.1471,0.8927,92.483,1.22834,0.8617,1.33837,1.04902,0.91758,97.048,1.416
"172","2013-08-28 23:59",1.14454,0.89666,93.04,1.22994,0.85787,1.33362,1.04828,0.9221,97.564,1.408
"173","2013-08-29 23:59",1.14955,0.89471,93.238,1.23252,0.85338,1.32405,1.05297,0.93071,98.202,1.409
"174","2013-09-01 23:59",1.1515,0.89646,93.736,1.23131,0.84879,1.32066,1.05182,0.93216,98.622,1.39
"175","2013-09-02 23:59",1.14985,0.89876,94.263,1.23284,0.84785,1.31893,1.05515,0.93456,99.492,1.392
"176","2013-09-03 23:59",1.16533,0.90964,94.502,1.2338,0.84592,1.31653,1.05384,0.93699,99.618,1.412
"178","2013-09-05 23:59",1.15331,0.91322,95.191,1.23905,0.8412,1.31333,1.04808,0.94329,99.795,1.371
"180","2013-09-09 23:59",1.15166,0.92697,96.061,1.23668,0.84448,1.32617,1.03612,0.93237,99.561,1.378
"181","2013-09-10 23:59",1.15452,0.92897,97.062,1.24136,0.84312,1.32561,1.03568,0.9363,100.554,1.363
"182","2013-09-11 23:59",1.13861,0.92576,96.519,1.23825,0.84167,1.33196,1.0316,0.92952,99.6,1.359
"183","2013-09-12 23:59",1.13891,0.92437,96.45,1.23825,0.84102,1.32826,1.03249,0.93205,99.612,1.325
"184","2013-09-15 23:59",1.13742,0.93302,95.923,1.23512,0.83769,1.33688,1.03015,0.92368,98.844,1.33
"185","2013-09-16 23:59",1.13856,0.93044,96.094,1.23651,0.83861,1.33328,1.03251,0.92725,99.244,1.313
"186","2013-09-17 23:59",1.13662,0.93424,96.354,1.23711,0.83964,1.33511,1.02976,0.92644,99.25,1.297
"187","2013-09-18 23:59",1.13057,0.94914,96.252,1.23392,0.8389,1.35301,1.02189,0.91179,98.394,1.36
"189","2013-09-22 23:59",1.12513,0.94163,96.228,1.23238,0.84428,1.35255,1.02964,0.91096,99.108,1.321
"190","2013-09-23 23:59",1.13143,0.94143,95.999,1.22875,0.84176,1.34934,1.02851,0.91048,98.766,1.326
"191","2013-09-24 23:59",1.13892,0.93667,95.764,1.23032,0.84252,1.34658,1.03057,0.9135,98.716,1.324
"192","2013-09-25 23:59",1.13454,0.9369,95.819,1.23035,0.84096,1.35225,1.03173,0.90967,98.89,1.33
"193","2013-09-26 23:59",1.12741,0.93427,95.741,1.22667,0.84014,1.34789,1.0314,0.9099,98.774,1.324
"194","2013-09-29 23:59",1.12336,0.9311,95.051,1.22175,0.83513,1.35025,1.03013,0.90467,97.94,1.339
"195","2013-09-30 23:59",1.12312,0.93327,95.208,1.22359,0.83321,1.3534,1.03149,0.90392,98.235,1.328
"196","2013-10-01 23:59",1.13927,0.93699,94.455,1.22564,0.83586,1.35192,1.03439,0.90643,97.727,1.29
"197","2013-10-02 23:59",1.13002,0.93899,94.553,1.22574,0.83781,1.36046,1.03232,0.9008,97.64,1.311
"199","2013-10-06 23:59",1.136,0.94169,94.253,1.2272,0.84604,1.35633,1.03045,0.90462,97.15,1.313
"201","2013-10-08 23:59",1.1375,0.9432,93.824,1.22918,0.84424,1.35654,1.03712,0.90597,97.333,1.317
"202","2013-10-09 23:59",1.13926,0.94095,93.832,1.23123,0.84746,1.34991,1.04079,0.9119,97.693,1.304
"203","2013-10-10 23:59",1.14027,0.94732,94.669,1.23283,0.8471,1.35378,1.03973,0.91055,98.456,1.291
"204","2013-10-13 23:59",1.13585,0.94677,94.886,1.23393,0.8486,1.35623,1.03565,0.90967,98.295,1.27
"205","2013-10-14 23:59",1.13575,0.95283,95.252,1.23484,0.84792,1.35619,1.03327,0.91037,98.448,1.273
"206","2013-10-15 23:59",1.13476,0.95241,94.918,1.23602,0.84609,1.35119,1.03764,0.91463,98.519,1.279
"207","2013-10-16 23:59",1.13186,0.95405,95.5,1.23566,0.84773,1.35452,1.03232,0.91207,98.618,1.28
"209","2013-10-20 23:59",1.13758,0.96606,95.143,1.23495,0.84615,1.36735,1.0291,0.90299,97.94,1.318
"210","2013-10-21 23:59",1.14222,0.9647,95.406,1.2345,0.84754,1.36643,1.03049,0.90329,98.343,1.314
"211","2013-10-22 23:59",1.14637,0.97006,94.779,1.23328,0.84843,1.37855,1.02886,0.89444,97.541,1.338
"213","2013-10-24 23:59",1.15433,0.96074,93.33,1.23076,0.85142,1.38061,1.04144,0.89126,97.224,1.343
"214","2013-10-27 23:59",1.15561,0.96053,93.514,1.23328,0.85325,1.38078,1.04345,0.893,97.606,1.35
"215","2013-10-28 23:59",1.14985,0.95064,93.251,1.23467,0.85598,1.37775,1.0452,0.89597,97.493,1.354
"216","2013-10-29 23:59",1.15167,0.94686,93.778,1.23694,0.8567,1.37352,1.04647,0.90046,98.163,1.343
"217","2013-10-30 23:59",1.15027,0.94929,93.949,1.23526,0.85581,1.37085,1.04786,0.90095,98.481,1.338
"218","2013-10-31 23:59",1.14679,0.94788,93.928,1.23088,0.84538,1.35554,1.04213,0.90786,97.913,1.325
"219","2013-11-03 23:59",1.14694,0.94782,94.741,1.23055,0.84638,1.34796,1.04183,0.91269,98.734,1.313
"220","2013-11-04 23:59",1.14468,0.94656,94.247,1.22923,0.84534,1.34964,1.04404,0.91057,98.426,1.314
"221","2013-11-05 23:59",1.13375,0.95172,94.465,1.23151,0.8394,1.35077,1.044,0.91153,98.65,1.314
"222","2013-11-06 23:59",1.13295,0.94759,94.63,1.23225,0.84041,1.35166,1.04179,0.91148,98.62,1.315
"223","2013-11-07 23:59",1.13547,0.94637,93.879,1.22971,0.83323,1.34079,1.04506,0.91699,98.135,1.309
"224","2013-11-10 23:59",1.1326,0.93807,94.497,1.23229,0.83431,1.3362,1.04721,0.92209,98.986,1.286
"226","2013-11-12 23:59",1.1302,0.93048,94.85,1.23269,0.84615,1.34506,1.04835,0.91631,99.466,1.27
"227","2013-11-13 23:59",1.12756,0.93455,95.146,1.23242,0.83998,1.34669,1.04697,0.915,99.647,1.286
"228","2013-11-14 23:59",1.12656,0.93431,95.737,1.23461,0.83718,1.34546,1.04633,0.91749,100.198,1.288
"229","2013-11-17 23:59",1.12457,0.93967,95.922,1.23392,0.83637,1.34892,1.04309,0.91462,100.082,1.286
"230","2013-11-18 23:59",1.12637,0.93853,95.603,1.23263,0.83871,1.35068,1.04325,0.91243,99.764,1.275
"231","2013-11-19 23:59",1.12685,0.94054,95.543,1.23307,0.8409,1.35501,1.04665,0.90982,100.027,1.274
"232","2013-11-20 23:59",1.12709,0.92955,95.91,1.2312,0.8344,1.34157,1.04656,0.91757,100.408,1.247
"234","2013-11-24 23:59",1.11362,0.91448,96.415,1.23067,0.83472,1.35399,1.05569,0.9088,101.811,1.237
"235","2013-11-25 23:59",1.11274,0.91936,96.277,1.2325,0.83752,1.35322,1.05315,0.9106,101.426,1.252
"236","2013-11-26 23:59",1.11287,0.91217,96.259,1.23149,0.83815,1.35938,1.0549,0.9058,101.568,1.245
"237","2013-11-27 23:59",1.11686,0.91325,96.376,1.23246,0.83215,1.35857,1.05814,0.90705,102.013,1.239
"238","2013-11-28 23:59",1.1212,0.90857,96.494,1.23238,0.83173,1.36109,1.05957,0.90525,102.27,1.242
"239","2013-12-01 23:59",1.11598,0.91505,96.372,1.23102,0.82817,1.36016,1.062,0.9049,102.374,1.246
"240","2013-12-02 23:59",1.11036,0.90686,97.003,1.23099,0.82712,1.35363,1.06448,0.9093,103.285,1.22
"241","2013-12-03 23:59",1.10579,0.90656,96.358,1.22936,0.8289,1.35896,1.06373,0.9045,102.526,1.221
"242","2013-12-04 23:59",1.10087,0.90398,95.687,1.22563,0.83047,1.36025,1.06762,0.90083,102.192,1.239
"243","2013-12-05 23:59",1.1043,0.90568,95.656,1.22562,0.83667,1.36633,1.0653,0.89687,101.929,1.225
"244","2013-12-08 23:59",1.09667,0.91039,96.737,1.22291,0.83838,1.37065,1.0644,0.89207,102.995,1.229
"245","2013-12-09 23:59",1.09766,0.91025,97.077,1.22329,0.8357,1.37562,1.0632,0.88908,103.242,1.241
"246","2013-12-10 23:59",1.10264,0.91326,96.856,1.22098,0.83685,1.37584,1.06042,0.88725,102.737,1.258
"247","2013-12-11 23:59",1.08973,0.90229,96.802,1.22314,0.84292,1.37925,1.05909,0.88672,102.554,1.254
"248","2013-12-12 23:59",1.08636,0.89324,97.491,1.22371,0.84131,1.37469,1.06451,0.88999,103.81,1.227
"249","2013-12-15 23:59",1.08056,0.89524,97.168,1.22207,0.84357,1.37518,1.05805,0.88849,102.835,1.233
"250","2013-12-16 23:59",1.07954,0.89401,97.276,1.22102,0.84376,1.37687,1.0583,0.88668,102.975,1.241
"251","2013-12-17 23:59",1.07933,0.89023,96.953,1.21881,0.84574,1.37736,1.06136,0.88477,102.931,1.232
"252","2013-12-18 23:59",1.07962,0.8835,96.951,1.22302,0.83409,1.36566,1.07228,0.89537,103.993,1.22
"253","2013-12-19 23:59",1.08062,0.887,97.901,1.22583,0.83336,1.36352,1.06655,0.89883,104.452,1.196
"254","2013-12-22 23:59",1.0891,0.89437,97.778,1.2255,0.83655,1.36775,1.06346,0.89584,104.017,1.2
"255","2013-12-23 23:59",1.08986,0.89206,98.233,1.22416,0.83658,1.36792,1.062,0.89479,104.35,1.198
"256","2013-12-26 23:59",1.0899,0.89043,98.484,1.22768,0.83533,1.37365,1.06317,0.89361,104.745,1.211
"257","2013-12-29 23:59",1.08828,0.88642,98.286,1.22609,0.83382,1.37408,1.07081,0.89211,105.288,1.209
"258","2013-12-30 23:59",1.08744,0.89474,98.609,1.22476,0.8371,1.37984,1.06425,0.88744,104.98,1.198
"259","2014-01-01 23:59",1.08374,0.89094,98.98,1.22791,0.82862,1.37452,1.06333,0.89315,105.284,1.222
"260","2014-01-02 23:59",1.08888,0.89744,97.894,1.22839,0.83075,1.36625,1.06413,0.89896,104.202,1.23
"262","2014-01-06 23:59",1.07992,0.89206,97.8,1.23375,0.83125,1.36237,1.06772,0.90542,104.453,1.24
