"","Timestamp","AUDNZD","AUDUSD","CADJPY","EURCHF","EURGBP","EURUSD","USDCAD","USDCHF","USDJPY","XAUUSD"
"555","2015-03-01 23:59",1.03201,0.7768,95.851,1.06768,0.72583,1.11777,1.25054,0.95501,119.874,1.22
"556","2015-03-02 23:59",1.03724,0.78273,95.651,1.07048,0.72805,1.11983,1.25113,0.95597,119.681,1.208
"557","2015-03-03 23:59",1.03439,0.78108,95.761,1.07458,0.72754,1.11673,1.25052,0.96221,119.759,1.207
"558","2015-03-04 23:59",1.03521,0.78191,96.349,1.06734,0.72532,1.10604,1.24421,0.9649,119.883,1.205
"559","2015-03-05 23:59",1.04158,0.78044,96.176,1.07275,0.72298,1.10251,1.24756,0.97296,119.993,1.199
"560","2015-03-08 23:59",1.04891,0.7692,95.966,1.06953,0.71965,1.08377,1.2616,0.98686,121.075,1.169
"561","2015-03-09 23:59",1.04769,0.76471,96.36,1.06882,0.71586,1.07985,1.26392,0.98986,121.792,1.161
"562","2015-03-10 23:59",1.04949,0.75987,95.642,1.06677,0.70832,1.06824,1.26903,0.99863,121.383,1.162
"563","2015-03-11 23:59",1.03904,0.75838,95.303,1.06318,0.70351,1.04965,1.2761,1.01276,121.632,1.152
"564","2015-03-12 23:59",1.04105,0.76808,95.549,1.06617,0.71378,1.06141,1.27122,1.00447,121.471,1.159
"565","2015-03-15 23:59",1.03846,0.76451,94.791,1.05803,0.7128,1.05199,1.28006,1.00574,121.351,1.158
"566","2015-03-16 23:59",1.03354,0.76277,94.883,1.06454,0.71262,1.05625,1.27897,1.00786,121.359,1.155
"567","2015-03-17 23:59",1.04354,0.7623,94.873,1.0663,0.71852,1.06059,1.27888,1.00543,121.342,1.15
"568","2015-03-18 23:59",1.03622,0.77351,95.559,1.06742,0.72326,1.07687,1.25993,0.99123,120.406,1.172
"569","2015-03-19 23:59",1.0321,0.76728,95.199,1.05683,0.72335,1.06834,1.26841,0.9892,120.757,1.171
"570","2015-03-22 23:59",1.02848,0.78069,95.447,1.05728,0.72362,1.08085,1.25722,0.97814,120.003,1.181
"571","2015-03-23 23:59",1.02804,0.78435,95.487,1.05702,0.73061,1.09061,1.25453,0.9692,119.797,1.185
"572","2015-03-24 23:59",1.03162,0.78846,95.705,1.04857,0.73532,1.09334,1.24966,0.95914,119.605,1.188
"573","2015-03-25 23:59",1.03051,0.78115,95.494,1.05302,0.73742,1.09746,1.24934,0.95941,119.316,1.198
"574","2015-03-26 23:59",1.02912,0.78037,95.45,1.0491,0.73253,1.08801,1.24972,0.96422,119.298,1.202
"576","2015-03-30 23:59",1.01914,0.76225,94.667,1.04683,0.73087,1.08029,1.27036,0.9689,120.265,1.181
"577","2015-03-31 23:59",1.02095,0.76335,94.515,1.04552,0.72545,1.07817,1.26493,0.96979,119.567,1.187
"578","2015-04-01 23:59",1.01492,0.7577,94.892,1.03962,0.72589,1.07673,1.26084,0.96551,119.649,1.203
"580","2015-04-05 23:59",1.0034,0.76288,95.402,1.04608,0.73618,1.09849,1.24707,0.95238,118.974,1.217
"581","2015-04-06 23:59",1.00951,0.76004,95.953,1.04683,0.73433,1.09394,1.24695,0.9569,119.658,1.212
"582","2015-04-07 23:59",1.01641,0.7658,96.134,1.04547,0.73077,1.08386,1.24913,0.96457,120.096,1.209
"583","2015-04-08 23:59",1.0187,0.77002,95.833,1.04286,0.72433,1.07802,1.25526,0.96742,120.307,1.198
"584","2015-04-09 23:59",1.01636,0.77043,95.792,1.04201,0.72557,1.06772,1.25832,0.97595,120.545,1.195
"585","2015-04-12 23:59",1.0178,0.7594,95.435,1.03811,0.72504,1.05951,1.26172,0.97978,120.423,1.203
"586","2015-04-13 23:59",1.01833,0.76034,95.246,1.03252,0.72048,1.05626,1.25854,0.97753,119.876,1.2
"587","2015-04-14 23:59",1.00932,0.75879,95.814,1.03579,0.72019,1.06246,1.24937,0.97493,119.718,1.191
"588","2015-04-15 23:59",1.02095,0.77555,97.043,1.0304,0.72082,1.06981,1.22739,0.96318,119.12,1.202
"589","2015-04-16 23:59",1.01536,0.77727,97.547,1.03019,0.72141,1.07669,1.21978,0.95678,118.99,1.197
"590","2015-04-19 23:59",1.01228,0.78022,97.423,1.02852,0.72113,1.07862,1.22048,0.95353,118.911,1.203
"591","2015-04-20 23:59",1.00698,0.76947,97.352,1.02656,0.72053,1.0724,1.22663,0.95723,119.418,1.196
"592","2015-04-21 23:59",1.01154,0.77581,97.499,1.02461,0.71831,1.07252,1.22701,0.95534,119.639,1.199
"593","2015-04-22 23:59",1.02099,0.77476,97.906,1.03833,0.71254,1.07084,1.2246,0.96961,119.91,1.188
"594","2015-04-23 23:59",1.02875,0.77734,98.389,1.03249,0.71773,1.07918,1.21493,0.95667,119.544,1.191
"595","2015-04-26 23:59",1.02622,0.78129,97.769,1.03614,0.71535,1.08534,1.21649,0.95468,118.943,1.182
"596","2015-04-27 23:59",1.03124,0.78637,98.379,1.03823,0.71425,1.08789,1.21037,0.95434,119.085,1.2
"597","2015-04-28 23:59",1.03769,0.79905,98.742,1.04885,0.71514,1.0968,1.20376,0.95629,118.872,1.211
"598","2015-04-29 23:59",1.05003,0.79977,98.873,1.04428,0.72013,1.11071,1.20279,0.94018,118.943,1.203
"599","2015-04-30 23:59",1.03996,0.78926,98.978,1.04668,0.73049,1.12084,1.20909,0.93384,119.69,1.182
"600","2015-05-03 23:59",1.04058,0.78326,98.625,1.04463,0.73805,1.11893,1.21722,0.93356,120.059,1.183
"601","2015-05-04 23:59",1.04028,0.78527,99.144,1.04142,0.73661,1.11346,1.21144,0.93527,120.119,1.186
"602","2015-05-05 23:59",1.0644,0.79702,99.648,1.03895,0.73852,1.12296,1.20344,0.92521,119.93,1.195
"603","2015-05-06 23:59",1.06361,0.79823,99.2,1.03956,0.74425,1.13436,1.20431,0.91648,119.479,1.187
"604","2015-05-07 23:59",1.05908,0.78841,98.991,1.0353,0.72452,1.12043,1.21129,0.92398,119.915,1.183
"605","2015-05-10 23:59",1.06794,0.78845,98.832,1.04111,0.72284,1.11433,1.21257,0.93426,119.85,1.188
"606","2015-05-11 23:59",1.07636,0.79116,99.376,1.04199,0.71642,1.11553,1.20924,0.93409,120.18,1.184
"607","2015-05-12 23:59",1.08053,0.7977,99.773,1.04249,0.71698,1.12396,1.20186,0.92746,119.921,1.193
"608","2015-05-13 23:59",1.07808,0.81243,99.813,1.04072,0.72175,1.13706,1.19352,0.91524,119.141,1.213
"609","2015-05-14 23:59",1.07888,0.80666,99.529,1.04128,0.72325,1.1407,1.19918,0.91281,119.357,1.219
"611","2015-05-18 23:59",1.07668,0.79961,98.816,1.0476,0.72213,1.13061,1.21363,0.92656,119.939,1.221
"612","2015-05-19 23:59",1.07575,0.79237,98.883,1.04333,0.71808,1.11397,1.22221,0.93649,120.864,1.208
"613","2015-05-20 23:59",1.07726,0.78918,99.358,1.03885,0.71503,1.1121,1.21944,0.9341,121.179,1.21
"614","2015-05-21 23:59",1.07195,0.79237,99.208,1.04213,0.71097,1.11464,1.21758,0.9349,120.803,1.207
"615","2015-05-24 23:59",1.07142,0.78244,98.965,1.03592,0.71,1.09876,1.22913,0.94274,121.647,1.204
"616","2015-05-25 23:59",1.07111,0.7833,98.926,1.03589,0.70824,1.09426,1.23082,0.94672,121.771,1.204
"617","2015-05-26 23:59",1.06959,0.77493,99.006,1.0356,0.70698,1.08811,1.24296,0.95169,123.069,1.188
"618","2015-05-27 23:59",1.06079,0.76817,99.506,1.03503,0.71068,1.09068,1.24715,0.949,124.115,1.187
"619","2015-05-28 23:59",1.0731,0.76626,99.607,1.03195,0.71459,1.09569,1.24205,0.94179,123.73,1.189
"620","2015-05-31 23:59",1.07659,0.76477,99.612,1.0319,0.71614,1.09499,1.24581,0.94232,124.107,1.19
"621","2015-06-01 23:59",1.07338,0.76335,99.631,1.0322,0.71869,1.09277,1.25191,0.94458,124.739,1.187
"622","2015-06-02 23:59",1.08674,0.77923,100.017,1.04135,0.72689,1.11565,1.2399,0.93346,124.021,1.191
"624","2015-06-04 23:59",1.07858,0.76991,99.623,1.0479,0.7298,1.12103,1.24936,0.93475,124.475,1.177
"625","2015-06-07 23:59",1.0804,0.76157,100.65,1.04511,0.72738,1.11045,1.24625,0.94121,125.445,1.174
"626","2015-06-08 23:59",1.08083,0.76916,100.496,1.04842,0.73708,1.13164,1.23929,0.92644,124.554,1.175
"627","2015-06-09 23:59",1.07519,0.76534,100.892,1.05103,0.73367,1.12816,1.23435,0.93159,124.545,1.176
"628","2015-06-10 23:59",1.1049,0.77663,100.291,1.05429,0.72925,1.13011,1.22724,0.93295,123.096,1.186
"629","2015-06-11 23:59",1.10383,0.77462,100.532,1.0506,0.72544,1.12574,1.22839,0.93325,123.499,1.182
"630","2015-06-14 23:59",1.10663,0.77179,100.089,1.04522,0.72168,1.12171,1.23316,0.9318,123.433,1.181
"631","2015-06-15 23:59",1.10994,0.77617,100.304,1.04854,0.72242,1.1279,1.23162,0.9296,123.545,1.186
"632","2015-06-16 23:59",1.10861,0.77291,100.406,1.04823,0.71992,1.12615,1.22938,0.93078,123.444,1.18
"634","2015-06-18 23:59",1.12297,0.77808,100.588,1.04745,0.71583,1.13723,1.22266,0.92102,122.992,1.199
"635","2015-06-21 23:59",1.12506,0.77821,100.124,1.04437,0.71625,1.13828,1.22543,0.91742,122.706,1.198
"636","2015-06-22 23:59",1.12399,0.76997,100.226,1.04541,0.71433,1.12647,1.23413,0.92804,123.702,1.186
"637","2015-06-23 23:59",1.12621,0.77299,100.54,1.04361,0.71052,1.11857,1.2324,0.93305,123.917,1.177
"638","2015-06-24 23:59",1.11888,0.77455,99.907,1.0468,0.71433,1.12145,1.23733,0.93345,123.631,1.177
"639","2015-06-25 23:59",1.12038,0.77168,99.971,1.04694,0.71039,1.11875,1.23405,0.93584,123.376,1.174
"640","2015-06-28 23:59",1.11927,0.7656,99.645,1.0337,0.7008,1.10149,1.23307,0.93834,122.884,1.181
"641","2015-06-29 23:59",1.12623,0.7676,98.588,1.04058,0.71162,1.11901,1.24057,0.92987,122.313,1.176
"642","2015-06-30 23:59",1.13535,0.7729,98.055,1.04186,0.70962,1.11399,1.24917,0.93533,122.498,1.174
"643","2015-07-01 23:59",1.14064,0.76541,98.006,1.04783,0.7091,1.10708,1.25817,0.94638,123.314,1.167
"644","2015-07-02 23:59",1.12934,0.75842,97.978,1.04633,0.71054,1.10933,1.25572,0.94315,123.043,1.167
"645","2015-07-05 23:59",1.11997,0.74825,97.112,1.0423,0.70942,1.10364,1.26127,0.94441,122.494,1.168
"646","2015-07-06 23:59",1.12037,0.74705,96.866,1.04136,0.70767,1.10324,1.26619,0.94387,122.657,1.167
"647","2015-07-07 23:59",1.11563,0.74127,95.873,1.03991,0.71209,1.09908,1.27305,0.94613,122.059,1.153
"648","2015-07-08 23:59",1.10879,0.74601,95.27,1.04694,0.72047,1.10767,1.27185,0.94518,121.183,1.158
"649","2015-07-09 23:59",1.10852,0.74876,96.131,1.0501,0.72069,1.1098,1.26838,0.9463,121.934,1.161
"650","2015-07-12 23:59",1.10479,0.74378,96.596,1.04698,0.71823,1.1133,1.26982,0.94045,122.671,1.161
"651","2015-07-13 23:59",1.11113,0.74273,96.903,1.04586,0.71086,1.10103,1.27379,0.94985,123.444,1.156
"652","2015-07-14 23:59",1.11333,0.74695,96.98,1.04003,0.70342,1.10057,1.27277,0.94499,123.442,1.155
"653","2015-07-15 23:59",1.12822,0.73694,95.732,1.04245,0.69971,1.0934,1.29318,0.95337,123.804,1.147
"654","2015-07-16 23:59",1.1332,0.74117,95.766,1.04261,0.69739,1.08996,1.29558,0.95649,124.079,1.144
"655","2015-07-19 23:59",1.12651,0.73378,95.569,1.04216,0.69411,1.08217,1.29947,0.96302,124.191,1.108
"656","2015-07-20 23:59",1.11663,0.73594,95.666,1.04393,0.6956,1.08265,1.30014,0.96424,124.39,1.103
"657","2015-07-21 23:59",1.12002,0.74142,95.482,1.04745,0.70253,1.09342,1.29578,0.95792,123.732,1.093
"658","2015-07-22 23:59",1.11279,0.73789,95.093,1.04965,0.70067,1.0945,1.30368,0.95895,123.979,1.097
"659","2015-07-23 23:59",1.10833,0.72947,95.102,1.05453,0.70731,1.09734,1.30276,0.96095,123.9,1.083
"660","2015-07-26 23:59",1.10505,0.72906,94.752,1.05688,0.70874,1.10044,1.30301,0.96042,123.466,1.097
"661","2015-07-27 23:59",1.09864,0.72946,94.883,1.06485,0.71171,1.10742,1.30164,0.96161,123.505,1.094
"662","2015-07-28 23:59",1.09219,0.73281,95.41,1.06504,0.7095,1.10797,1.29345,0.96123,123.414,1.097
"663","2015-07-29 23:59",1.10223,0.73062,95.819,1.063,0.70331,1.09718,1.29552,0.96886,124.149,1.093
"664","2015-07-30 23:59",1.10892,0.73095,95.362,1.05804,0.7012,1.09465,1.2994,0.96661,123.922,1.084
"665","2015-08-02 23:59",1.10893,0.73017,94.524,1.06028,0.70277,1.09831,1.31159,0.96533,123.984,1.096
"666","2015-08-03 23:59",1.11094,0.72932,94.22,1.06082,0.70183,1.0941,1.31668,0.96956,124.065,1.083
"667","2015-08-04 23:59",1.12744,0.73572,94.311,1.06236,0.6991,1.08628,1.31933,0.97797,124.431,1.085
"668","2015-08-05 23:59",1.12068,0.73312,94.737,1.06778,0.69847,1.09101,1.31644,0.97866,124.727,1.084
"669","2015-08-06 23:59",1.12388,0.73724,95.108,1.07075,0.70347,1.09137,1.31203,0.98116,124.795,1.088
"670","2015-08-09 23:59",1.11912,0.73986,94.664,1.07815,0.70809,1.0966,1.31381,0.98317,124.38,1.094
"671","2015-08-10 23:59",1.11908,0.73285,95.388,1.081,0.70526,1.098,1.3073,0.98452,124.707,1.101
"672","2015-08-11 23:59",1.11424,0.72455,95.288,1.09065,0.71132,1.10594,1.31421,0.98614,125.233,1.11
"673","2015-08-12 23:59",1.11615,0.73873,95.874,1.0883,0.71325,1.11427,1.29711,0.97676,124.369,1.121
"674","2015-08-13 23:59",1.12661,0.73636,95.182,1.08818,0.71431,1.11529,1.30711,0.97568,124.42,1.113
"675","2015-08-16 23:59",1.12796,0.73763,94.892,1.08451,0.70865,1.10894,1.31074,0.97792,124.385,1.116
"676","2015-08-17 23:59",1.11819,0.7375,95.059,1.08341,0.71039,1.1077,1.30912,0.97809,124.452,1.118
"677","2015-08-18 23:59",1.11344,0.73266,95.139,1.07871,0.70485,1.10442,1.3057,0.97674,124.232,1.118
"678","2015-08-19 23:59",1.11147,0.73502,94.511,1.07564,0.70999,1.11342,1.31128,0.96608,123.942,1.138
"679","2015-08-20 23:59",1.10523,0.73092,93.949,1.07862,0.71857,1.1274,1.30985,0.95677,123.062,1.162
"680","2015-08-23 23:59",1.09533,0.72213,91.414,1.07961,0.73039,1.14553,1.32384,0.94246,121.027,1.158
"681","2015-08-24 23:59",1.10799,0.72157,90.543,1.07886,0.73184,1.15411,1.32515,0.93486,119.992,1.154
"682","2015-08-25 23:59",1.09766,0.7136,89.734,1.08554,0.73306,1.15223,1.3306,0.9421,119.396,1.137
"683","2015-08-26 23:59",1.10473,0.71269,90.471,1.08136,0.73189,1.1346,1.32759,0.95313,120.12,1.127
"684","2015-08-27 23:59",1.10732,0.71805,91.781,1.0867,0.72964,1.12641,1.3177,0.96471,120.947,1.13
"685","2015-08-30 23:59",1.1122,0.71423,91.409,1.07889,0.72906,1.12472,1.324,0.95924,121.033,1.134
"686","2015-08-31 23:59",1.11867,0.71332,91.93,1.08354,0.73176,1.12694,1.31403,0.96141,120.81,1.141
"687","2015-09-01 23:59",1.10449,0.70321,90.944,1.08488,0.73615,1.12755,1.32252,0.96216,120.281,1.138
"688","2015-09-02 23:59",1.10482,0.70194,90.864,1.08754,0.73369,1.12226,1.32601,0.96911,120.497,1.133
"689","2015-09-03 23:59",1.09548,0.69697,90.332,1.08098,0.73033,1.11239,1.32175,0.97173,119.405,1.124
"690","2015-09-06 23:59",1.10547,0.69304,90.037,1.0833,0.73363,1.11453,1.3266,0.97196,119.447,1.123
"691","2015-09-07 23:59",1.10746,0.69514,89.46,1.08768,0.73232,1.12044,1.32939,0.97082,118.932,1.121
"692","2015-09-08 23:59",1.1051,0.70518,91.283,1.09483,0.7257,1.11745,1.31827,0.97969,120.345,1.124
"693","2015-09-09 23:59",1.11396,0.69984,90.893,1.09609,0.73007,1.12083,1.32549,0.97794,120.485,1.107
"694","2015-09-10 23:59",1.1206,0.70671,91.363,1.09856,0.73024,1.1282,1.32255,0.97363,120.839,1.111
"695","2015-09-13 23:59",1.12258,0.70858,90.829,1.09885,0.73491,1.1352,1.32471,0.96801,120.332,1.109
"696","2015-09-14 23:59",1.12901,0.7136,90.597,1.09535,0.73366,1.13208,1.326,0.96759,120.136,1.108
"697","2015-09-15 23:59",1.12386,0.71412,90.832,1.09775,0.73551,1.12914,1.32336,0.97217,120.21,1.105
"699","2015-09-17 23:59",1.12909,0.7194,91.047,1.0949,0.73187,1.13956,1.31744,0.96085,119.95,1.127
"700","2015-09-20 23:59",1.12666,0.71737,90.667,1.09559,0.72824,1.13195,1.32086,0.96777,119.762,1.137
"701","2015-09-21 23:59",1.12927,0.7135,90.968,1.08836,0.72188,1.12019,1.32359,0.9717,120.415,1.133
"702","2015-09-22 23:59",1.12184,0.70325,90.149,1.085,0.72539,1.11343,1.329,0.97452,119.812,1.124
"703","2015-09-23 23:59",1.11187,0.70024,90.175,1.09496,0.73331,1.11891,1.33106,0.97855,120.037,1.135
"704","2015-09-24 23:59",1.10689,0.70059,90.052,1.09356,0.73403,1.11695,1.33398,0.9791,120.134,1.147
"705","2015-09-27 23:59",1.09852,0.70288,90.323,1.09629,0.73605,1.11901,1.33245,0.97974,120.359,1.145
"706","2015-09-28 23:59",1.1024,0.69565,89.23,1.09453,0.74215,1.12554,1.34047,0.97251,119.617,1.131
"707","2015-09-29 23:59",1.10035,0.70131,89.373,1.09336,0.74243,1.12584,1.34121,0.97118,119.872,1.125
"708","2015-09-30 23:59",1.09962,0.70505,90.372,1.08805,0.73666,1.11472,1.32955,0.97607,120.159,1.114
"710","2015-10-04 23:59",1.09314,0.70672,91.451,1.08995,0.73782,1.12255,1.31286,0.97094,120.063,1.137
"711","2015-10-05 23:59",1.09439,0.7117,92.114,1.09129,0.73752,1.11837,1.30763,0.97586,120.45,1.135
"712","2015-10-06 23:59",1.0903,0.7184,92.102,1.08868,0.7394,1.1281,1.30163,0.96506,119.882,1.148
"713","2015-10-07 23:59",1.08811,0.71704,91.749,1.09469,0.73542,1.12575,1.30668,0.97252,119.898,1.143
"714","2015-10-08 23:59",1.0901,0.72766,92.456,1.08992,0.73395,1.12808,1.29741,0.96619,119.96,1.144
"715","2015-10-11 23:59",1.09528,0.73374,93.009,1.0927,0.74179,1.13749,1.29176,0.96067,120.151,1.157
"716","2015-10-12 23:59",1.09578,0.73029,91.834,1.09436,0.74186,1.1358,1.30544,0.96356,119.89,1.153
"717","2015-10-13 23:59",1.08296,0.72338,91.985,1.09072,0.74492,1.13882,1.30095,0.95775,119.665,1.172
"718","2015-10-14 23:59",1.07696,0.735,92.225,1.09021,0.74209,1.14809,1.29075,0.94958,119.044,1.183
"719","2015-10-15 23:59",1.06652,0.72897,92.463,1.08258,0.73537,1.13812,1.28787,0.95127,119.085,1.179
"720","2015-10-18 23:59",1.06978,0.72733,92.414,1.08399,0.73572,1.13602,1.29229,0.95422,119.432,1.172
"721","2015-10-19 23:59",1.06648,0.72612,91.596,1.08386,0.73231,1.13365,1.30433,0.95616,119.48,1.168
"722","2015-10-20 23:59",1.07654,0.7267,92.38,1.08531,0.73562,1.13607,1.29784,0.95529,119.902,1.177
"723","2015-10-21 23:59",1.06905,0.72313,91.308,1.08836,0.73519,1.13478,1.31171,0.95911,119.774,1.166
"724","2015-10-22 23:59",1.05883,0.7245,92.281,1.08141,0.72134,1.11162,1.30762,0.97286,120.679,1.168
"725","2015-10-25 23:59",1.06998,0.72569,92.065,1.07756,0.7197,1.10379,1.31534,0.97624,121.105,1.164
"726","2015-10-26 23:59",1.0672,0.7233,91.562,1.08579,0.72066,1.10678,1.31672,0.98103,120.569,1.164
"727","2015-10-27 23:59",1.05868,0.71202,90.678,1.08844,0.72076,1.10311,1.32709,0.98674,120.345,1.167
"728","2015-10-28 23:59",1.06635,0.71037,91.322,1.08588,0.71589,1.09245,1.32111,0.994,120.654,1.16
"729","2015-10-29 23:59",1.05496,0.71108,91.84,1.08634,0.71608,1.09687,1.31565,0.99037,120.834,1.147
"730","2015-11-01 23:59",1.05408,0.71393,92.051,1.08859,0.71487,1.10292,1.30729,0.98705,120.345,1.14
"731","2015-11-02 23:59",1.06773,0.72048,92.237,1.08719,0.71424,1.1018,1.30809,0.98676,120.661,1.137
"732","2015-11-03 23:59",1.08249,0.72034,92.807,1.08635,0.71017,1.09496,1.30581,0.99216,121.19,1.121
"733","2015-11-04 23:59",1.08377,0.71494,92.309,1.07966,0.70652,1.08706,1.31621,0.99319,121.505,1.11
"734","2015-11-05 23:59",1.08086,0.7144,92.466,1.08355,0.71544,1.08827,1.31688,0.99559,121.773,1.108
"735","2015-11-08 23:59",1.0756,0.70562,92.844,1.08135,0.71448,1.07685,1.32885,1.00419,123.38,1.093
"736","2015-11-09 23:59",1.07968,0.70506,92.862,1.0792,0.71107,1.07432,1.32682,1.00459,123.217,1.092
"737","2015-11-10 23:59",1.07372,0.70666,92.785,1.07968,0.7093,1.07572,1.32489,1.0037,122.936,1.091
"738","2015-11-11 23:59",1.09019,0.71391,92.763,1.07933,0.70676,1.07608,1.32472,1.00306,122.893,1.087
"739","2015-11-12 23:59",1.09085,0.71339,92.199,1.08044,0.70956,1.07922,1.32965,1.00113,122.595,1.083
"740","2015-11-15 23:59",1.08959,0.71139,91.978,1.07985,0.70466,1.07195,1.33177,1.00736,122.499,1.093
"741","2015-11-16 23:59",1.09725,0.70898,92.518,1.07797,0.70236,1.06618,1.33357,1.01105,123.388,1.082
"742","2015-11-17 23:59",1.09514,0.70958,92.59,1.08074,0.69991,1.06397,1.33184,1.01582,123.323,1.068
"743","2015-11-18 23:59",1.09654,0.71699,92.973,1.08784,0.70085,1.07122,1.32552,1.01562,123.244,1.077
"744","2015-11-19 23:59",1.09244,0.71918,92.411,1.08628,0.70121,1.0719,1.3294,1.01341,122.858,1.083
"745","2015-11-22 23:59",1.10213,0.71803,92.022,1.08333,0.69967,1.06147,1.33881,1.02067,123.205,1.071
"746","2015-11-23 23:59",1.10335,0.71963,91.966,1.08204,0.70231,1.06291,1.33498,1.01798,122.78,1.071
"747","2015-11-24 23:59",1.1049,0.72637,92.086,1.08359,0.7057,1.06564,1.32928,1.01685,122.416,1.078
"748","2015-11-25 23:59",1.0987,0.72394,92.205,1.08592,0.70227,1.06206,1.32935,1.02248,122.579,1.074
"749","2015-11-26 23:59",1.09977,0.72263,92.132,1.08604,0.70282,1.0607,1.33062,1.02387,122.596,1.068
"750","2015-11-29 23:59",1.09811,0.71881,91.704,1.09138,0.70438,1.05857,1.33811,1.031,122.718,1.055
"751","2015-11-30 23:59",1.09631,0.72615,92.084,1.08638,0.7011,1.05741,1.33514,1.02735,122.945,1.07
"752","2015-12-01 23:59",1.09709,0.73077,92.013,1.08988,0.70457,1.06139,1.33733,1.02683,123.06,1.068
"753","2015-12-02 23:59",1.09895,0.73142,92.669,1.08092,0.70947,1.05923,1.33144,1.02046,123.391,1.051
"754","2015-12-03 23:59",1.09418,0.73204,91.801,1.08487,0.72298,1.09397,1.33498,0.99172,122.558,1.061
"755","2015-12-06 23:59",1.09517,0.73319,92.034,1.08456,0.71938,1.08627,1.33965,0.99845,123.292,1.085
"756","2015-12-07 23:59",1.09024,0.72284,91.073,1.0846,0.72085,1.08454,1.35187,1.00006,123.125,1.072
"757","2015-12-08 23:59",1.08885,0.72194,90.405,1.08277,0.72683,1.09114,1.35716,0.99237,122.701,1.077
"758","2015-12-09 23:59",1.08233,0.72856,89.733,1.08372,0.72541,1.10057,1.35592,0.98472,121.673,1.074
"759","2015-12-10 23:59",1.07373,0.72464,89.416,1.08103,0.72228,1.09363,1.36492,0.98847,122.051,1.067
"760","2015-12-13 23:59",1.07335,0.71955,88.229,1.07964,0.72127,1.09606,1.37312,0.98505,121.151,1.076
"761","2015-12-14 23:59",1.0662,0.72491,88.242,1.08341,0.72663,1.10225,1.37057,0.98289,120.942,1.063
"762","2015-12-15 23:59",1.06593,0.72041,88.719,1.0832,0.72677,1.09359,1.37393,0.99048,121.901,1.064
"763","2015-12-16 23:59",1.06625,0.71828,88.773,1.07935,0.72541,1.08502,1.37937,0.99483,122.449,1.067
"764","2015-12-17 23:59",1.06495,0.71333,87.75,1.07822,0.72709,1.08467,1.39361,0.99408,122.292,1.054
"765","2015-12-20 23:59",1.06092,0.71618,87.088,1.07777,0.72869,1.08699,1.39303,0.99145,121.319,1.068
"766","2015-12-21 23:59",1.06024,0.72209,87.011,1.08379,0.73347,1.09206,1.39347,0.99251,121.25,1.077
"767","2015-12-22 23:59",1.06164,0.72327,86.943,1.08147,0.73728,1.09378,1.39199,0.98871,121.027,1.073
"768","2015-12-23 23:59",1.06632,0.7254,87.08,1.08059,0.73453,1.09332,1.38529,0.98842,120.634,1.074
"769","2015-12-27 23:59",1.06255,0.72682,87.015,1.08249,0.73553,1.0975,1.38423,0.98635,120.449,1.073
"770","2015-12-28 23:59",1.05759,0.72615,86.721,1.08476,0.73631,1.09731,1.3877,0.98864,120.339,1.071
"771","2015-12-29 23:59",1.06319,0.72878,86.993,1.08473,0.73687,1.09309,1.38463,0.99235,120.455,1.07
"772","2015-12-30 23:59",1.06627,0.73039,86.773,1.08044,0.73747,1.09332,1.38748,0.98821,120.404,1.062
"773","2016-01-03 23:59",1.06944,0.72255,86.039,1.08568,0.73826,1.08793,1.38922,0.99797,119.536,1.065
"774","2016-01-04 23:59",1.06947,0.72091,85.937,1.08394,0.73527,1.08226,1.39091,1.00156,119.542,1.077
"775","2016-01-05 23:59",1.07053,0.71245,84.602,1.08468,0.73313,1.07492,1.4032,1.00909,118.72,1.078
"776","2016-01-06 23:59",1.06038,0.70404,83.611,1.08513,0.73982,1.08234,1.41092,1.0026,117.971,1.099
"777","2016-01-07 23:59",1.06158,0.70585,84.034,1.08458,0.74313,1.08742,1.40821,0.99741,118.341,1.102
"778","2016-01-10 23:59",1.06821,0.69763,82.889,1.08539,0.75102,1.09138,1.41613,0.99452,117.388,1.103
"779","2016-01-11 23:59",1.06387,0.69773,82.542,1.08712,0.74905,1.08821,1.42337,0.999,117.494,1.097
"780","2016-01-12 23:59",1.07067,0.70344,83.11,1.08782,0.74861,1.08278,1.42342,1.00466,118.305,1.083
"781","2016-01-13 23:59",1.06934,0.69292,81.678,1.09548,0.7563,1.08915,1.43735,1.00579,117.407,1.094
"782","2016-01-14 23:59",1.07886,0.69475,81.822,1.0927,0.75531,1.08829,1.43895,1.00407,117.743,1.08
"783","2016-01-17 23:59",1.06788,0.69058,80.666,1.0952,0.76333,1.0896,1.452,1.0051,117.132,1.092
"784","2016-01-18 23:59",1.06716,0.6873,81.056,1.09608,0.7638,1.08878,1.45027,1.00674,117.557,1.088
"785","2016-01-19 23:59",1.0763,0.68674,79.963,1.0956,0.77395,1.09538,1.46249,1.00023,116.95,1.092
"786","2016-01-20 23:59",1.0724,0.69062,80.72,1.09371,0.76843,1.08907,1.44928,1.00426,116.997,1.101
"787","2016-01-21 23:59",1.07184,0.70037,82.529,1.09293,0.7625,1.08342,1.42863,1.00877,117.91,1.099
"788","2016-01-24 23:59",1.07612,0.70217,84.005,1.09622,0.75576,1.0811,1.41334,1.014,118.73,1.101
"789","2016-01-25 23:59",1.07706,0.69476,82.576,1.09975,0.76259,1.08512,1.42905,1.0135,118.013,1.112
